trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000080,2024-09-25 14:02:58,TDB_CUST_2661245,MSFT,SELL,497,470.02
TDB_00000081,2024-09-24 14:42:29,TDB_CUST_7815716,FB,SELL,863,722.89
TDB_00000082,2024-09-25 04:21:02,TDB_CUST_9956512,GOOGL,SELL,840,593.77
TDB_00000083,2024-09-19 11:01:46,TDB_CUST_5614605,NVDA,BUY,856,313.77
TDB_00000084,2024-09-23 13:23:51,TDB_CUST_2460483,FB,BUY,564,331.09
TDB_00000085,2024-09-19 11:40:06,TDB_CUST_2444282,NVDA,SELL,249,494.3
TDB_00000086,2024-09-25 13:22:46,TDB_CUST_4875366,MSFT,BUY,516,1461.72
TDB_00000087,2024-09-24 22:58:01,TDB_CUST_3570225,MSFT,BUY,140,1346.83
TDB_00000088,2024-09-21 02:16:25,TDB_CUST_5950831,NVDA,SELL,170,624.66
TDB_00000089,2024-09-24 05:20:56,TDB_CUST_7527444,NFLX,SELL,368,705.26
