trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000042,2024-09-24 04:35:29,TDB_CUST_1290868,TSLA,BUY,985,1218.13
TDB_00000043,2024-09-21 20:32:34,TDB_CUST_3856082,MSFT,BUY,361,1257.41
TDB_00000044,2024-09-19 19:46:17,TDB_CUST_5675461,V,SELL,368,50.73
TDB_00000045,2024-09-25 10:04:05,TDB_CUST_8012144,NFLX,BUY,349,308.53
TDB_00000046,2024-09-22 00:28:16,TDB_CUST_8680748,TSLA,SELL,662,131.57
TDB_00000047,2024-09-21 13:57:32,TDB_CUST_5941151,NFLX,SELL,230,161.11
TDB_00000048,2024-09-20 09:29:12,TDB_CUST_2494985,TSLA,BUY,362,389.36
TDB_00000049,2024-09-21 09:59:15,TDB_CUST_2863916,NFLX,SELL,521,600.13
TDB_00000050,2024-09-23 11:37:49,TDB_CUST_8377791,NFLX,BUY,963,1282.16
TDB_00000051,2024-09-24 08:39:28,TDB_CUST_8332811,NFLX,SELL,853,587.24
TDB_00000052,2024-09-24 14:53:58,TDB_CUST_5850336,AMZN,BUY,116,563.06
TDB_00000053,2024-09-21 10:45:01,TDB_CUST_7844744,V,SELL,428,376.63
TDB_00000054,2024-09-23 20:33:34,TDB_CUST_7335420,TSLA,BUY,728,664.64
TDB_00000055,2024-09-19 23:56:17,TDB_CUST_9360050,V,SELL,221,75.85
