trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000070,2024-09-24 21:43:28,TDB_CUST_5415357,NFLX,BUY,262,29.5
TDB_00000071,2024-09-22 00:36:37,TDB_CUST_2937932,AMZN,SELL,762,708.06
TDB_00000072,2024-09-18 18:43:01,TDB_CUST_6391214,JPM,BUY,341,268.22
TDB_00000073,2024-09-19 02:14:30,TDB_CUST_7947834,NFLX,BUY,18,180.15
TDB_00000074,2024-09-24 06:12:50,TDB_CUST_1608486,AAPL,BUY,653,462.96
TDB_00000075,2024-09-21 17:34:10,TDB_CUST_1956588,JPM,SELL,884,35.61
TDB_00000076,2024-09-21 11:22:14,TDB_CUST_9882328,NVDA,SELL,21,1364.64
TDB_00000077,2024-09-19 08:21:40,TDB_CUST_5061423,MSFT,SELL,912,1089.6
TDB_00000078,2024-09-19 02:12:35,TDB_CUST_3894484,NFLX,BUY,640,1115.73
TDB_00000079,2024-09-23 01:49:09,TDB_CUST_1041877,GOOGL,BUY,861,126.17
