trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000050,2024-09-23 11:37:49,TDB_CUST_8377791,NFLX,BUY,963,1282.16
TDB_00000051,2024-09-24 08:39:28,TDB_CUST_8332811,NFLX,SELL,853,587.24
TDB_00000052,2024-09-24 14:53:58,TDB_CUST_5850336,AMZN,BUY,116,563.06
TDB_00000053,2024-09-21 10:45:01,TDB_CUST_7844744,V,SELL,428,376.63
TDB_00000054,2024-09-23 20:33:34,TDB_CUST_7335420,TSLA,BUY,728,664.64
TDB_00000055,2024-09-19 23:56:17,TDB_CUST_9360050,V,SELL,221,75.85
TDB_00000056,2024-09-20 07:39:25,TDB_CUST_3833267,FB,BUY,87,511.0
TDB_00000057,2024-09-24 07:27:26,TDB_CUST_4043826,FB,BUY,23,1475.75
TDB_00000058,2024-09-22 16:19:57,TDB_CUST_4971830,MSFT,SELL,825,657.61
TDB_00000059,2024-09-22 14:27:23,TDB_CUST_2751929,FB,BUY,254,1434.96
