trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000060,2024-09-23 10:27:35,TDB_CUST_1241656,FB,BUY,355,355.68
TDB_00000061,2024-09-21 19:51:11,TDB_CUST_9199293,NVDA,SELL,30,110.7
TDB_00000062,2024-09-19 01:26:52,TDB_CUST_5874485,AAPL,SELL,850,1156.15
TDB_00000063,2024-09-21 09:38:36,TDB_CUST_1571024,JPM,SELL,944,843.6
TDB_00000064,2024-09-23 13:36:13,TDB_CUST_5711456,AMZN,BUY,116,796.17
TDB_00000065,2024-09-18 23:18:04,TDB_CUST_1638346,JPM,SELL,192,1188.14
TDB_00000066,2024-09-23 20:40:50,TDB_CUST_2098430,AAPL,BUY,347,1105.92
TDB_00000067,2024-09-25 17:16:40,TDB_CUST_3404295,AMZN,SELL,686,1078.98
TDB_00000068,2024-09-23 23:31:07,TDB_CUST_7564437,AMZN,SELL,189,1135.47
TDB_00000069,2024-09-19 07:45:12,TDB_CUST_7822270,NFLX,BUY,377,717.28
