1001,382421345,sell,QWZOCEDD7,872,103.78,2024-09-25 14:06:36
1002,915963409,buy,WYH33AJ69,2168,224.22,2024-09-25 14:06:36
1003,716424450,sell,2A003IR05,7483,73.86,2024-09-25 14:06:36
1004,742469304,sell,3V1UB1CC9,2947,203.27,2024-09-25 14:06:36
1005,522548413,sell,D8IF7MCM1,9935,311.27,2024-09-25 14:06:36
1006,745126513,sell,OXC5KK2N0,5136,73.31,2024-09-25 14:06:36
1007,438249657,buy,0X3A27XA8,5468,172.07,2024-09-25 14:06:36
1008,725270203,buy,H14IFTIS8,1782,389.01,2024-09-25 14:06:36
1009,468253774,sell,GNYXITTV3,6443,290.29,2024-09-25 14:06:36
1010,247682334,buy,SQF3E6227,1592,129.65,2024-09-25 14:06:36
1011,956625933,sell,NQLO8O060,7690,447.13,2024-09-25 14:06:36
1012,270915831,buy,7L5I3I0S0,8003,342.46,2024-09-25 14:06:36
1013,559446950,sell,N02962814,1419,374.25,2024-09-25 14:06:36
1014,533977512,buy,TOL3C67I6,682,282.38,2024-09-25 14:06:36
1015,968026338,sell,06U99BKJ9,7382,418.35,2024-09-25 14:06:36
1016,124972053,sell,AFVG41AW0,1988,336.57,2024-09-25 14:06:36
1017,206698134,buy,3H66VYR87,262,25.30,2024-09-25 14:06:36
1018,326180348,sell,801E432N9,4962,443.65,2024-09-25 14:06:36
1019,205289725,buy,JTUTGAMU2,8548,232.21,2024-09-25 14:06:36
1020,170476324,sell,B16O80HH5,5216,357.71,2024-09-25 14:06:36
1021,603365845,sell,VZLAJWSQ7,5033,49.25,2024-09-25 14:06:36
1022,378753526,buy,QQFM6WBO1,6232,73.21,2024-09-25 14:06:36
1023,963443592,buy,FP4BO5AP8,486,403.86,2024-09-25 14:06:36
1024,904920532,sell,T3FJ6WBE8,2117,248.11,2024-09-25 14:06:36
1025,196759907,sell,HJGJC9J92,1860,51.78,2024-09-25 14:06:36
1026,732405185,buy,9CLBLELQ5,6087,432.52,2024-09-25 14:06:36
1027,146068442,buy,7FYI3Q673,7335,91.84,2024-09-25 14:06:36
1028,688154469,sell,MKNCLKJY0,2837,463.04,2024-09-25 14:06:36
1029,603208166,buy,S1Y68WM48,2202,434.01,2024-09-25 14:06:36
1030,810999579,sell,N7NVXLX90,7158,384.41,2024-09-25 14:06:36
1031,384025532,buy,98IWURWK4,4006,93.14,2024-09-25 14:06:36
1032,100048682,buy,CWGKEN8N3,5680,27.22,2024-09-25 14:06:36
1033,458572441,buy,0YATZNUY7,2535,139.12,2024-09-25 14:06:36
1034,809651663,sell,IAG3TPEV7,4394,403.16,2024-09-25 14:06:36
1035,898555419,buy,EP84HDW78,946,268.84,2024-09-25 14:06:36
1036,945093354,sell,NQEUPU178,3463,13.34,2024-09-25 14:06:36
1037,265248938,buy,XTXSA93B7,126,316.16,2024-09-25 14:06:36
1038,897012921,sell,GUKTAFSZ1,6460,468.49,2024-09-25 14:06:36
1039,167852100,buy,9M5TU23B1,9892,451.68,2024-09-25 14:06:36
1040,600951168,buy,D9IJKXQT2,6263,222.16,2024-09-25 14:06:36
1041,949167791,sell,VNZYBE747,4896,77.73,2024-09-25 14:06:36
1042,306027557,sell,ETO1BCZK4,5129,155.11,2024-09-25 14:06:36
1043,720049533,sell,G6B57RBQ2,5548,165.17,2024-09-25 14:06:36
1044,164721420,buy,03G2WWA07,2064,229.20,2024-09-25 14:06:36
1045,333922612,sell,EJZY6ILZ7,1764,258.42,2024-09-25 14:06:36
1046,998479078,sell,LGQMPQH04,9483,491.20,2024-09-25 14:06:36
1047,295443513,buy,C3J8TJSF9,9990,46.87,2024-09-25 14:06:36
1048,660792696,buy,MFT290SM1,4827,90.42,2024-09-25 14:06:36
1049,342835068,buy,WHR52Y9H6,3086,216.60,2024-09-25 14:06:36
1050,618257811,buy,4J4I682C1,3490,104.85,2024-09-25 14:06:36
1051,933229154,sell,YBD1713W1,5449,306.49,2024-09-25 14:06:36
1052,105919947,buy,LHQFATWS9,3722,189.07,2024-09-25 14:06:36
1053,141715619,buy,J1DVCH4E2,1973,393.48,2024-09-25 14:06:36
1054,160747552,buy,ATZZSPVY8,6838,323.99,2024-09-25 14:06:36
1055,556193946,buy,8NIKBCN30,5828,348.88,2024-09-25 14:06:36
1056,850645926,buy,NDXTLCNA2,4400,310.95,2024-09-25 14:06:36
1057,234639164,buy,BAESBZ373,238,44.99,2024-09-25 14:06:36
1058,584963149,buy,VVZH9AX22,6596,364.39,2024-09-25 14:06:36
1059,432091550,sell,LUXEKXUA6,7153,441.48,2024-09-25 14:06:36
1060,864251042,buy,WWR2Z2PI4,4741,408.64,2024-09-25 14:06:36
1061,337522914,sell,KVN6K3JW4,502,233.20,2024-09-25 14:06:36
1062,398054996,buy,QPWYW8RO5,4333,136.59,2024-09-25 14:06:36
1063,834635233,sell,A3DAOLGY4,2998,468.37,2024-09-25 14:06:36
1064,456461535,sell,2I764YED8,496,386.80,2024-09-25 14:06:36
1065,134718196,buy,AAPKH85M8,3414,166.55,2024-09-25 14:06:36
1066,901960210,sell,TP2K22BQ3,2985,79.46,2024-09-25 14:06:36
1067,345628519,buy,KT6HF7GV6,1456,427.52,2024-09-25 14:06:36
1068,161586679,sell,TFK1O0L60,5020,36.97,2024-09-25 14:06:36
1069,616132827,sell,9ZXJAF6H0,495,461.14,2024-09-25 14:06:36
1070,242312032,buy,KRI1MT9P7,9307,34.83,2024-09-25 14:06:36
1071,556802402,buy,EYOWOD9P7,305,109.72,2024-09-25 14:06:36
1072,322590053,sell,WQH3B8KK9,3750,370.61,2024-09-25 14:06:36
1073,735123453,sell,EAW4E9II8,6382,10.82,2024-09-25 14:06:36
1074,855871237,sell,HG6G8TAB0,5334,381.53,2024-09-25 14:06:36
1075,362838986,sell,TGL6RXBN5,2038,98.01,2024-09-25 14:06:36
1076,311953832,sell,O4OAXX281,720,153.25,2024-09-25 14:06:36
1077,526296162,buy,727GS0Y83,6606,279.21,2024-09-25 14:06:36
1078,730591279,buy,ZIX8EEM76,3104,294.35,2024-09-25 14:06:36
1079,497530636,buy,4YZWDVWZ0,6246,25.82,2024-09-25 14:06:36
1080,813107597,buy,18GVL3PC5,3106,25.07,2024-09-25 14:06:36
1081,866425252,sell,DLKL2YND3,1313,365.66,2024-09-25 14:06:36
1082,775294246,buy,BU73HEY53,7992,164.01,2024-09-25 14:06:36
1083,687144292,buy,ASPDGROU5,9132,264.26,2024-09-25 14:06:36
1084,570454692,sell,6B64IS6C4,9825,354.00,2024-09-25 14:06:36
1085,149691261,buy,ERKHUJ250,5066,322.21,2024-09-25 14:06:36
1086,796720504,buy,07GQGNNL3,8393,303.78,2024-09-25 14:06:36
1087,595308168,buy,097JOMBL1,8771,418.69,2024-09-25 14:06:36
1088,384406946,sell,VP8U08Z77,2716,83.38,2024-09-25 14:06:36
1089,101714338,buy,H3A8P1MC9,7124,160.24,2024-09-25 14:06:36
1090,640901737,sell,BIM5Y9V46,3759,223.83,2024-09-25 14:06:36
1091,540876298,sell,T4EBZK9K7,2443,23.59,2024-09-25 14:06:36
1092,775665059,buy,16PM011L2,4270,312.16,2024-09-25 14:06:36
1093,519505297,buy,QM0CJEKE6,9158,17.51,2024-09-25 14:06:36
1094,463104572,sell,J4I4QBLI1,5124,23.05,2024-09-25 14:06:36
1095,913698748,buy,4SCE47D33,8225,169.19,2024-09-25 14:06:36
1096,560810003,buy,R9N44RLI4,9422,315.31,2024-09-25 14:06:36
1097,351850531,sell,321PYOFK8,456,420.00,2024-09-25 14:06:36
1098,791143457,buy,2VPK01TE6,721,171.54,2024-09-25 14:06:36
1099,883690506,sell,ZKACVJFV2,6298,20.44,2024-09-25 14:06:36
1100,387326172,sell,VLE46EV56,1809,281.33,2024-09-25 14:06:36
1101,972894461,buy,TMYYP9OV0,6244,462.76,2024-09-25 14:06:36
1102,993982696,buy,6HWJ625R7,8673,30.90,2024-09-25 14:06:36
1103,888525536,sell,NX8CPC4O0,113,202.39,2024-09-25 14:06:36
1104,822698072,buy,70D24OBH0,1881,325.69,2024-09-25 14:06:36
1105,475516137,sell,TMAH1H5T7,8960,444.02,2024-09-25 14:06:36
1106,536844310,sell,SUSISKKK5,2358,374.71,2024-09-25 14:06:36
1107,398034790,buy,C6ELOMGQ5,7017,160.56,2024-09-25 14:06:36
1108,985791224,buy,INELU5G33,7189,335.71,2024-09-25 14:06:36
1109,572136654,buy,G7DCGHVA8,7375,266.53,2024-09-25 14:06:36
1110,495428051,sell,LDNNW2PS7,3774,323.78,2024-09-25 14:06:36
1111,617391203,buy,BQQWLHX56,9402,109.46,2024-09-25 14:06:36
1112,718893200,buy,Q2IZ4VNH8,5633,181.10,2024-09-25 14:06:36
1113,490181967,buy,ZH6NF7750,6553,460.70,2024-09-25 14:06:36
1114,339392712,sell,TPJ2F7XQ6,7911,122.71,2024-09-25 14:06:36
1115,287256581,buy,RGJTBU4S0,7213,140.56,2024-09-25 14:06:36
1116,136649597,buy,D9WR7J0B1,4574,455.55,2024-09-25 14:06:36
1117,536600711,sell,CNCX7PK57,7724,413.53,2024-09-25 14:06:36
1118,638716225,buy,X5C1B7SF8,3560,251.74,2024-09-25 14:06:36
1119,274398439,sell,9RSVTTL31,6898,125.17,2024-09-25 14:06:36
1120,404298723,buy,HFXVUVRL9,8688,145.25,2024-09-25 14:06:36
1121,282661452,sell,W4Q80BNL7,9101,243.83,2024-09-25 14:06:36
1122,247700600,buy,TUUFOTWR4,9642,419.99,2024-09-25 14:06:36
1123,620051617,buy,IRU5CDDZ6,6263,212.51,2024-09-25 14:06:36
1124,835206767,sell,VYQIHBGE6,379,146.30,2024-09-25 14:06:36
1125,757990274,buy,5IJEISL03,7459,60.62,2024-09-25 14:06:36
1126,309555208,sell,54YZDMUG3,6546,322.81,2024-09-25 14:06:36
1127,254507677,buy,80TIG8487,2199,209.07,2024-09-25 14:06:36
1128,656813817,buy,CCHZET6O0,615,98.35,2024-09-25 14:06:36
1129,599293102,sell,B6PQ3S4G8,6902,248.28,2024-09-25 14:06:36
1130,705186294,sell,5NCAOU149,6784,371.41,2024-09-25 14:06:36
1131,901635384,sell,1HP4221V2,3550,155.70,2024-09-25 14:06:36
1132,590916319,buy,ZSF2IPW85,8539,285.65,2024-09-25 14:06:36
