TDB_0009009,416091528,buy,15EHH7NG3,7023,168.09,2024-01-04 10:53:09
TDB_0009010,661255455,buy,3TXH7T4T4,4659,22.94,2024-04-29 16:12:06
TDB_0009011,651286323,sell,FXC47NHW6,8503,32.32,2024-06-24 16:00:58
TDB_0009012,798818183,sell,5ZSZR4IX3,5288,411.70,2024-03-19 08:05:54
TDB_0009013,651286323,sell,Q99X60AP0,9226,346.59,2023-12-01 06:36:17
TDB_0009014,850226336,sell,H8ULRR404,8822,226.74,2024-06-05 02:05:43
TDB_0009015,813265305,buy,CKCVCQPB1,2275,299.13,2024-02-28 10:20:07
TDB_0009016,651286323,sell,CKCVCQPB1,7562,257.46,2024-02-26 05:42:31
TDB_0009017,645066656,buy,X1LUZZ008,7226,12.89,2024-02-15 01:43:32
TDB_0009018,651286323,buy,5ZSZR4IX3,1329,237.41,2024-09-06 04:39:47
TDB_0009019,833887605,buy,B4VLMJKR4,5472,361.14,2024-04-04 13:41:14
TDB_0009020,107216323,sell,B4VLMJKR4,3310,323.91,2024-03-06 04:48:47
TDB_0009021,226651774,sell,ZZZ6K86D1,9736,359.04,2024-03-29 14:39:13
TDB_0009022,844783191,buy,A0XKZ70G1,5937,288.28,2024-01-03 09:37:08
TDB_0009023,825810138,sell,X1LUZZ008,2936,226.17,2024-05-07 18:08:37
TDB_0009024,815127386,sell,156M6YY49,5801,428.25,2024-02-09 00:51:52
TDB_0009025,594779001,sell,ZZZ6K86D1,5066,127.78,2024-03-08 05:24:39
TDB_0009026,803264434,sell,Y0S5DJPF7,2636,56.02,2024-01-14 03:31:54
TDB_0009027,844783191,sell,V0H365KX1,1815,244.93,2024-09-12 13:23:32
TDB_0009028,844783191,sell,15EHH7NG3,8622,316.42,2023-10-20 05:44:26
TDB_0009029,268260362,sell,IJHKIMLJ7,2850,356.77,2024-06-25 09:05:51
TDB_0009030,594779001,sell,TX30S8B62,7118,257.01,2024-03-13 00:43:03
TDB_0009031,798818183,buy,15EHH7NG3,2678,29.77,2024-07-08 17:49:52
TDB_0009032,813265305,buy,A0XKZ70G1,3715,138.40,2024-02-09 12:21:09
