TDB_0001001,902331019,sell,292P3LG71,1531,169.53,2024-04-03 17:56:14
TDB_0001002,803264434,buy,IJHKIMLJ7,470,86.69,2024-03-19 21:16:16
TDB_0001003,226651774,buy,B4VLMJKR4,6174,456.54,2024-07-05 18:20:03
TDB_0001004,594779001,sell,9SUGDF3A0,912,12.03,2023-11-17 23:31:00
TDB_0001005,833887605,buy,TX30S8B62,5379,374.78,2024-05-26 17:33:57
TDB_0001006,815127386,buy,YWJEHHDP9,8350,209.06,2024-06-01 05:46:56
TDB_0001007,105933111,buy,YWJEHHDP9,9447,428.90,2023-12-04 23:04:08
TDB_0001008,813265305,buy,B29432H36,7211,113.36,2024-01-05 14:22:24
TDB_0001009,416091528,buy,ZZZ6K86D1,6093,321.96,2024-02-18 02:53:35
TDB_0001010,611250713,buy,A0XKZ70G1,6232,13.88,2023-12-09 17:18:13
TDB_0001011,889854561,buy,ZZZ6K86D1,1232,233.59,2024-02-06 23:09:46
TDB_0001012,594779001,buy,V0H365KX1,4951,166.58,2024-02-11 07:20:42
TDB_0001013,825810138,sell,ZZZ6K86D1,8274,190.92,2023-12-10 17:03:16
TDB_0001014,645066656,buy,CKCVCQPB1,2379,86.53,2023-09-26 21:17:34
TDB_0001015,951998275,buy,HSGO3XBM7,8567,148.41,2024-09-16 10:03:36
TDB_0001016,127658056,buy,YO02STU92,8856,476.22,2023-11-07 15:15:33
TDB_0001017,226651774,buy,15EHH7NG3,4336,228.20,2024-04-29 15:46:29
TDB_0001018,268260362,sell,292P3LG71,5247,326.73,2024-01-11 19:24:56
TDB_0001019,902331019,sell,Q99X60AP0,1214,408.81,2024-03-27 13:55:56
TDB_0001020,107216323,buy,156M6YY49,5899,174.32,2023-09-28 05:04:16
TDB_0001021,850226336,buy,9SUGDF3A0,3406,156.82,2023-10-29 21:38:43
TDB_0001022,611250713,sell,15EHH7NG3,887,45.12,2024-04-26 16:48:37
TDB_0001023,661255455,sell,ZZZ6K86D1,2932,349.42,2024-02-04 21:18:55
TDB_0001024,127658056,buy,CKCVCQPB1,5341,381.30,2023-12-10 03:17:28
TDB_0001025,226651774,buy,B29432H36,6644,408.10,2024-06-18 13:50:48
TDB_0001026,889854561,buy,HSGO3XBM7,6230,323.10,2024-07-20 13:42:15
TDB_0001027,416091528,buy,HSGO3XBM7,2920,302.36,2023-11-23 11:43:06
TDB_0001028,127658056,buy,156M6YY49,261,122.65,2023-12-17 07:45:48
TDB_0001029,268260362,sell,9SUGDF3A0,7257,196.44,2023-12-22 12:56:51
TDB_0001030,127658056,buy,Q99X60AP0,8325,305.31,2024-03-03 02:17:29
TDB_0001031,798818183,sell,IJHKIMLJ7,8071,138.47,2024-04-28 07:51:47
TDB_0001032,651286323,sell,IJHKIMLJ7,8339,177.25,2023-12-28 09:19:10
TDB_0001033,951998275,sell,3TXH7T4T4,1640,317.28,2024-04-21 13:53:05
TDB_0001034,825810138,buy,CQBYE29J5,7686,207.51,2024-02-10 06:57:48
TDB_0001035,105933111,buy,9SUGDF3A0,1220,107.54,2023-12-14 06:44:42
TDB_0001036,833887605,sell,HSGO3XBM7,2971,32.11,2024-08-01 18:34:44
TDB_0001037,594779001,sell,9SUGDF3A0,981,411.02,2024-03-29 11:56:58
TDB_0001038,951998275,buy,IJHKIMLJ7,3792,83.57,2024-09-23 14:51:57
TDB_0001039,651286323,buy,9SUGDF3A0,8478,307.86,2023-12-14 08:47:27
TDB_0001040,281014001,sell,B4VLMJKR4,6793,456.70,2024-05-05 09:33:48
TDB_0001041,982473600,sell,YWJEHHDP9,6337,92.55,2023-10-20 20:53:09
TDB_0001042,813265305,buy,9SUGDF3A0,1535,136.91,2024-04-04 12:35:45
TDB_0001043,902331019,buy,X1LUZZ008,8039,230.43,2024-06-26 12:22:03
TDB_0001044,902331019,sell,292P3LG71,9992,449.96,2023-10-22 11:26:19
TDB_0001045,400437068,buy,A0XKZ70G1,8630,487.60,2024-07-22 15:08:54
TDB_0001046,902331019,buy,5ZSZR4IX3,5359,408.11,2024-05-26 15:37:35
TDB_0001047,611250713,sell,15EHH7NG3,2983,378.40,2023-11-27 15:51:45
TDB_0001048,645066656,buy,5ZSZR4IX3,3529,321.61,2024-03-23 19:13:38
TDB_0001049,844783191,buy,TX30S8B62,357,56.40,2024-08-20 23:38:33
TDB_0001050,661255455,sell,15EHH7NG3,5933,464.47,2024-04-10 20:07:56
TDB_0001051,115447971,buy,156M6YY49,5816,41.37,2024-02-25 20:13:04
TDB_0001052,825810138,buy,9SUGDF3A0,630,245.31,2024-03-20 13:28:31
TDB_0001053,902331019,buy,JS1JBRRF4,4355,484.11,2024-05-30 20:40:42
TDB_0001054,226651774,buy,YO02STU92,8578,441.80,2023-11-01 15:14:24
TDB_0001055,400437068,sell,YWJEHHDP9,5732,203.36,2024-01-13 14:07:45
TDB_0001056,803264434,buy,Y0S5DJPF7,762,115.45,2024-01-31 09:03:28
TDB_0001057,127658056,buy,HSGO3XBM7,9946,11.26,2024-02-12 21:46:53
TDB_0001058,115447971,sell,FXC47NHW6,4021,496.04,2024-09-19 22:53:23
TDB_0001059,611250713,buy,YO02STU92,6355,413.01,2024-06-26 05:46:41
TDB_0001060,281014001,sell,V0H365KX1,2518,483.81,2024-06-30 08:36:17
TDB_0001061,902331019,buy,B4VLMJKR4,3876,400.21,2024-08-24 02:29:33
TDB_0001062,416091528,buy,15EHH7NG3,708,455.39,2024-02-13 20:51:05
TDB_0001063,645066656,sell,A0XKZ70G1,1336,337.99,2023-11-29 21:23:55
TDB_0001064,105933111,buy,9SUGDF3A0,3752,84.12,2024-05-29 14:50:28
TDB_0001065,416091528,buy,JS1JBRRF4,2394,341.43,2023-11-24 08:11:47
TDB_0001066,645066656,buy,CKCVCQPB1,7526,383.18,2024-01-12 18:36:09
TDB_0001067,951998275,buy,Q99X60AP0,2514,340.32,2023-12-24 19:40:31
TDB_0001068,115447971,sell,Q99X60AP0,3363,236.82,2023-12-13 04:06:05
TDB_0001069,661255455,buy,YWJEHHDP9,3811,203.34,2024-07-28 10:34:56
TDB_0001070,611250713,buy,YO02STU92,4535,270.38,2024-09-22 09:00:06
TDB_0001071,889854561,buy,Q99X60AP0,9671,134.93,2024-05-27 16:25:53
TDB_0001072,107216323,sell,Q99X60AP0,9374,84.59,2023-12-17 22:14:49
TDB_0001073,850226336,buy,TX30S8B62,1729,99.07,2024-09-01 10:55:50
TDB_0001074,645066656,sell,IJHKIMLJ7,2889,445.22,2024-03-01 20:29:03
TDB_0001075,844783191,buy,3TXH7T4T4,3668,154.80,2024-05-02 22:06:54
TDB_0001076,674281263,buy,A0XKZ70G1,6275,141.56,2024-06-02 09:29:01
TDB_0001077,611250713,sell,Q99X60AP0,7502,161.16,2023-10-09 08:38:46
TDB_0001078,951998275,buy,B4VLMJKR4,7228,276.78,2024-05-29 14:03:43
TDB_0001079,107216323,buy,CQBYE29J5,3337,329.40,2024-02-22 12:55:39
TDB_0001080,594779001,sell,Q99X60AP0,8189,351.29,2024-02-18 20:12:24
TDB_0001081,798818183,buy,H8ULRR404,9900,81.24,2024-07-14 09:01:58
TDB_0001082,661255455,buy,JS1JBRRF4,3074,240.39,2024-01-24 18:25:39
TDB_0001083,798818183,sell,X1LUZZ008,4073,359.83,2023-09-28 04:32:26
TDB_0001084,611250713,sell,RD1OSEVT3,6869,474.21,2024-08-28 04:27:05
TDB_0001085,815127386,buy,ZZZ6K86D1,5090,436.29,2024-05-29 18:55:39
TDB_0001086,645066656,buy,ZZZ6K86D1,2473,25.79,2024-06-24 19:06:18
TDB_0001087,645066656,sell,15EHH7NG3,246,227.82,2024-05-26 22:13:28
TDB_0001088,833887605,sell,292P3LG71,9523,455.68,2024-02-11 18:22:35
TDB_0001089,825810138,sell,H8ULRR404,522,407.44,2024-01-11 11:48:40
TDB_0001090,115447971,sell,FXC47NHW6,6253,93.51,2024-03-27 01:33:08
TDB_0001091,779099274,buy,H8ULRR404,2546,424.64,2024-06-04 02:00:04
TDB_0001092,226651774,sell,FXC47NHW6,5669,428.57,2023-10-06 08:21:13
TDB_0001093,844783191,sell,B4VLMJKR4,3567,424.35,2024-06-17 05:36:32
TDB_0001094,281014001,buy,RD1OSEVT3,7025,401.88,2023-11-06 00:52:26
TDB_0001095,651286323,buy,HSGO3XBM7,7546,10.78,2024-07-22 11:13:32
TDB_0001096,416091528,sell,ZZZ6K86D1,6710,454.32,2024-05-04 06:55:49
TDB_0001097,803264434,buy,9SUGDF3A0,2941,281.41,2024-01-10 06:58:32
TDB_0001098,982473600,buy,IJHKIMLJ7,9730,34.06,2024-08-14 14:28:59
TDB_0001099,815127386,sell,YWJEHHDP9,4132,482.53,2024-07-01 15:14:44
TDB_0001100,813265305,buy,156M6YY49,7188,207.08,2024-08-07 18:46:41
TDB_0001101,115447971,buy,CQBYE29J5,1946,264.62,2023-11-04 02:45:31
TDB_0001102,611250713,sell,IJHKIMLJ7,7968,492.56,2023-11-15 05:07:46
TDB_0001103,416091528,buy,9SUGDF3A0,5744,104.89,2024-05-04 16:23:14
TDB_0001104,850226336,sell,292P3LG71,966,315.12,2023-11-25 16:19:22
TDB_0001105,105933111,sell,V0H365KX1,9832,467.22,2024-06-24 10:56:55
TDB_0001106,268260362,sell,B29432H36,7474,204.77,2024-04-17 18:54:27
TDB_0001107,159570865,buy,IJHKIMLJ7,2420,283.92,2024-07-21 19:59:19
TDB_0001108,127658056,sell,A0XKZ70G1,6753,429.97,2024-07-04 03:19:32
TDB_0001109,115447971,buy,15EHH7NG3,4789,322.00,2023-12-24 04:41:29
TDB_0001110,611250713,buy,YO02STU92,2909,497.31,2024-01-30 18:21:21
TDB_0001111,645066656,buy,Y0S5DJPF7,4265,68.97,2024-01-13 05:45:13
TDB_0001112,226651774,sell,YWJEHHDP9,7887,39.86,2024-05-15 00:01:17
TDB_0001113,107216323,sell,JS1JBRRF4,4321,27.45,2024-03-29 15:07:27
TDB_0001114,226651774,sell,ZZZ6K86D1,7545,265.76,2024-07-22 06:00:01
TDB_0001115,594779001,sell,B29432H36,4795,455.97,2024-08-24 23:40:31
TDB_0001116,645066656,sell,CKCVCQPB1,8708,251.88,2024-01-15 01:25:05
