TDB_0002002,127658056,sell,A0XKZ70G1,9148,442.57,2024-02-02 08:07:01
TDB_0002003,115447971,buy,9SUGDF3A0,6634,295.42,2024-06-28 18:03:47
TDB_0002004,611250713,buy,IJHKIMLJ7,3631,480.41,2024-01-20 14:30:57
TDB_0002005,850226336,sell,CKCVCQPB1,9947,232.83,2024-08-23 05:48:12
TDB_0002006,779099274,buy,V0H365KX1,7357,391.31,2024-07-17 10:36:56
TDB_0002007,107216323,sell,YO02STU92,3897,77.71,2024-06-27 23:48:08
TDB_0002008,159570865,buy,TX30S8B62,8547,239.20,2024-04-16 19:52:39
TDB_0002009,400437068,sell,IJHKIMLJ7,5265,273.69,2024-08-27 11:07:35
TDB_0002010,844783191,sell,3TXH7T4T4,1334,481.58,2024-07-06 00:58:12
TDB_0002011,798818183,buy,B4VLMJKR4,5131,253.03,2024-05-05 14:31:09
TDB_0002012,611250713,sell,5ZSZR4IX3,5822,113.67,2023-09-30 20:51:17
TDB_0002013,850226336,sell,H8ULRR404,3021,387.62,2024-05-14 17:37:45
TDB_0002014,815127386,buy,3TXH7T4T4,5020,390.19,2023-11-07 15:25:52
TDB_0002015,833887605,buy,V0H365KX1,6696,202.00,2024-03-09 14:04:29
TDB_0002016,105933111,buy,292P3LG71,260,169.25,2024-08-29 05:42:40
TDB_0002017,982473600,sell,H8ULRR404,1595,26.38,2024-01-09 09:48:06
TDB_0002018,844783191,buy,5ZSZR4IX3,6590,181.96,2024-04-06 11:32:28
TDB_0002019,651286323,sell,H8ULRR404,8985,398.53,2024-05-11 09:34:41
TDB_0002020,645066656,buy,H8ULRR404,265,218.77,2024-02-21 14:25:16
TDB_0002021,833887605,buy,YWJEHHDP9,6544,369.89,2024-07-21 06:56:16
TDB_0002022,902331019,sell,YWJEHHDP9,3500,110.76,2023-12-10 11:48:23
TDB_0002023,825810138,buy,A0XKZ70G1,5588,393.95,2024-09-10 10:24:52
TDB_0002024,127658056,sell,B4VLMJKR4,3140,373.93,2024-04-19 02:58:45
TDB_0002025,813265305,buy,15EHH7NG3,8917,481.23,2024-07-10 23:15:36
TDB_0002026,226651774,sell,YWJEHHDP9,1661,452.24,2023-10-14 05:20:26
TDB_0002027,226651774,buy,TX30S8B62,5482,383.28,2024-06-11 20:35:48
TDB_0002028,982473600,buy,15EHH7NG3,2090,239.75,2024-07-26 09:46:54
TDB_0002029,982473600,sell,B29432H36,7334,291.37,2023-12-31 07:27:43
TDB_0002030,645066656,buy,15EHH7NG3,5270,205.21,2024-04-08 16:35:00
