TDB_0007007,951998275,sell,Y0S5DJPF7,4454,222.39,2023-11-21 14:06:07
TDB_0007008,813265305,buy,RD1OSEVT3,1069,40.00,2024-06-20 01:27:13
TDB_0007009,645066656,sell,9SUGDF3A0,7653,20.40,2024-02-05 00:28:00
TDB_0007010,159570865,sell,V0H365KX1,7202,270.79,2023-12-16 07:05:15
TDB_0007011,850226336,buy,FXC47NHW6,194,10.97,2024-02-12 18:35:33
TDB_0007012,407496832,sell,156M6YY49,4657,250.97,2023-12-04 02:27:17
TDB_0007013,833887605,buy,9SUGDF3A0,5278,261.79,2023-10-27 14:39:26
TDB_0007014,281014001,sell,HSGO3XBM7,1270,9.97,2024-03-16 20:53:39
TDB_0007015,407496832,buy,CQBYE29J5,9408,290.44,2024-03-11 07:46:13
TDB_0007016,779099274,buy,YWJEHHDP9,1945,216.85,2024-05-19 22:28:29
TDB_0007017,159570865,sell,HSGO3XBM7,2298,497.67,2023-10-01 18:21:09
TDB_0007018,815127386,sell,292P3LG71,7708,382.95,2024-04-13 06:14:22
TDB_0007019,803264434,buy,H8ULRR404,2311,71.12,2024-02-14 21:38:45
TDB_0007020,850226336,sell,156M6YY49,9279,166.32,2023-11-23 09:08:41
TDB_0007021,115447971,sell,IJHKIMLJ7,1078,476.06,2024-09-15 02:46:18
TDB_0007022,407496832,buy,IJHKIMLJ7,4220,446.77,2024-08-12 10:20:00
TDB_0007023,645066656,sell,RD1OSEVT3,5075,194.37,2024-04-29 10:45:03
TDB_0007024,105933111,buy,156M6YY49,3923,82.34,2024-05-25 18:00:26
TDB_0007025,844783191,buy,15EHH7NG3,4799,236.51,2023-12-13 13:47:01
TDB_0007026,645066656,buy,X1LUZZ008,954,7.63,2024-03-16 21:48:10
TDB_0007027,281014001,sell,3TXH7T4T4,3706,136.19,2024-04-14 12:15:24
TDB_0007028,127658056,buy,V0H365KX1,2606,212.86,2024-01-28 23:35:14
TDB_0007029,674281263,sell,RD1OSEVT3,2790,443.43,2024-03-16 04:31:03
TDB_0007030,594779001,sell,9SUGDF3A0,7785,340.99,2024-08-07 18:09:14
TDB_0007031,902331019,sell,9SUGDF3A0,5407,494.68,2024-08-23 02:10:41
TDB_0007032,661255455,buy,FXC47NHW6,6601,309.08,2024-08-26 22:09:11
TDB_0007033,833887605,sell,CKCVCQPB1,3206,202.06,2024-05-30 02:37:55
TDB_0007034,105933111,sell,5ZSZR4IX3,9173,439.67,2024-08-08 07:38:27
TDB_0007035,416091528,sell,YWJEHHDP9,9307,25.76,2024-06-19 15:52:08
TDB_0007036,594779001,sell,156M6YY49,8770,174.06,2024-06-13 14:04:52
TDB_0007037,815127386,sell,V0H365KX1,6009,285.83,2023-11-10 23:24:10
TDB_0007038,850226336,sell,292P3LG71,5092,63.57,2024-08-03 07:18:00
TDB_0007039,611250713,buy,YWJEHHDP9,1124,12.02,2024-07-10 10:04:57
TDB_0007040,813265305,sell,3TXH7T4T4,1634,397.79,2024-06-13 15:20:29
TDB_0007041,779099274,sell,B4VLMJKR4,9379,250.36,2023-10-10 22:20:05
TDB_0007042,803264434,sell,FXC47NHW6,4193,118.46,2024-03-04 16:44:32
TDB_0007043,803264434,buy,15EHH7NG3,9886,259.05,2023-10-19 00:00:19
TDB_0007044,815127386,sell,Y0S5DJPF7,725,25.97,2024-04-12 06:06:40
TDB_0007045,651286323,sell,CQBYE29J5,4573,7.62,2023-12-13 01:46:54
TDB_0007046,798818183,sell,IJHKIMLJ7,8478,226.24,2024-06-20 03:56:43
